hotel_id,room_id,name,amenities
A-09101,RA-88431,Executive Room · City view,Double Bed|180 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Attached washroom|Fan|Electric kettle
A-51386,RA-85014,Standard Double Room · City view,Twin Bed|150 sq.ft|2 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Iron
A-25030,RA-78713,Executive Tripple Room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Attached washroom
A-98925,RA-37978,Executive Four Bed with AC · City view,Double Bed|220 sq.ft|3 Adults|Blanket|TV|Ironing facilities|Iron|Air conditioning
A-18185,RA-61318,Standard Double Room · City view,Double Bed|150 sq.ft|2 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-67636,RA-39468,"Guest room, 1 King",King Bed|420 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Streaming services
A-06027,RA-15500,Luxury King Room,
A-32519,RA-75733,Deluxe Room · City view,Double Bed|120 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom
A-90189,RA-00713,"Double Room, Air conditioning",
A-29951,RA-21340,Cottage Room,Double Bed|500 sq.ft|3 Adults|Linens|Blanket|Air conditioning|Toiletries|Towels
A-46829,RA-38232,Deluxe,2 Adults
A-10628,RA-20940,Classic Room,Double Bed|100 sq.ft|2 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-89285,RA-42571,Deluxe Twin Room · City view,Double Bed|224 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-40349,RA-95394,Standard A/c Room · City view,Double Bed|170 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-67135,RA-99091,Deluxe Double or Twin Room · City view,TwinBed|160 sq.ft|2 Adults|Minibar|Blackout curtains|Ironing facilities|Toiletries|Hairdryer
A-72982,RA-81933,Deluxe A C Room · City view,Double Bed|125 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-83748,RA-57271,Junior Suite Twin,Twin Bed|330 sq.ft|2 Adults|Fridge|Blackout curtains|Flat-screen TV|Wardrobe/closet|Blanket
A-93566,RA-40458,Executive Room,216 sq.ft|1 Adult|Fridge|Minibar|Linens|Wardrobe/closet|Ironing facilities
A-85174,RA-34964,Suite Room · City view,Queen Bed|150 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-73659,RA-43392,King Room with Balcony · Balcony,Double Bed|300 sq.ft|3 Adults|Wardrobe/closet|TV|Ironing facilities|Air conditioning|Towels
A-09115,RA-72377,Royal Deluxe Room · City view,3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-54967,RA-61679,Sky Room · City view,Double Bed|300 sq.ft|3 Adults|Separate living room|Sofa|Wardrobe/closet|Blanket|TV
A-99080,RA-85358,Executive Quadruple Room Non Ac · City view,Twin Bed|216 sq.ft|4 Adults|Fridge|Blanket|WiFi access|Water bottle|Fan
A-29026,RA-13943,Premium Room · City view,Double Bed|240 sq.ft|3 Adults|Minibar|Flat-screen TV|Linens|Blanket|TV
A-94246,RA-18964,Superior Room · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Attached washroom|Fan
A-35201,RA-58728,"Club Room, 1 Queen Bed, Bathtub (Fortune Club Room with Bathtub)",301 sq.ft|3 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Wardrobe/closet
A-06886,RA-71940,Classic,Double Bed|100 sq.ft|3 Adults|Flat-screen TV|Blanket|Attached washroom|Fan
A-86122,RA-10694,Executive Room with Balcony · City view,Double Bed|409 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-12871,RA-73053,Classic,2 Adults
A-65896,RA-50585,Executive Room · City view,King Bed|210 sq.ft|2 Adults|Flat-screen TV|Linens|Wardrobe/closet|Wake up service|Blanket
A-41021,RA-86193,Suite,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-11329,RA-46095,Luxury Suite · City view,King Bed|390 sq.ft|3 Adults|Wardrobe/closet|Blanket|Air conditioning|Water bottle|Attached washroom
A-37276,RA-94693,1BHK (AC in Bedroom) · City view,Double Bed|500 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-25561,RA-89050,Deluxe Twin Room,194 sq.ft|2 Adults|Coffee machine|Wardrobe/closet|TV|Toiletries|Private bathroom
A-44131,RA-03296,Standard Double or Twin Room · City view,Twin Bed|3 Adults|Blanket|TV|Water bottle|Housekeeping|Attached washroom
A-62104,RA-33458,Standard Room · City view,Double Bed|180 sq.ft|3 Adults|TV|Desk
A-86268,RA-23608,Standard Double Room,Double Bed|132 sq.ft|2 Adults|TV|Toiletries|Private bathroom|Shower|Smoking policy – non-smoking available
A-87890,RA-39809,Deluxe Room,Double Bed|2 Adults|Minibar|TV|Ironing facilities|Air conditioning|Towels
A-89536,RA-37690,Standard Double Room · City view,Double Bed|150 sq.ft|2 Adults|Fridge|Sofa|Wardrobe/closet|Blanket|TV
A-55394,RA-29636,Standard Ac Room,Queen Bed|150 sq.ft|2 Adults|Blackout curtains|Dining area|Wardrobe/closet|Blanket|TV
A-20808,RA-43158,Super Deluxe Room · City view,Double Bed|295 sq.ft|3 Adults|Fridge|Minibar|Separate living room|Wardrobe/closet|Blanket
A-68084,RA-14189,"Guest room, 1 King, Race Course view · Course view",King Bed|366 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Air conditioning
A-50711,RA-98267,Supreme Room · City view,Double Bed|256 sq.ft|3 Adults|Fridge|Minibar|Sofa|Wardrobe/closet|TV
A-80248,RA-62400,Classic Room · City view,Double Bed|150 sq.ft|3 Adults|Fridge|Wardrobe/closet|Blanket|TV|Ironing facilities
A-69033,RA-28845,Deluxe Room · City view,Double Bed|180 sq.ft|2 Adults|Flat-screen TV|Linens|Wardrobe/closet|Wake up service|Blanket
A-54577,RA-22049,Basic Room,220 sq.ft|2 Adults|TV|Toiletries|Private bathroom|Shower|Body soap
A-59078,RA-40206,Deluxe,King Bed|120 sq.ft|2 Adults|Blackout curtains|Fan|Charging points
A-07258,RA-43849,Premium Suite · City view,Double Bed|350 sq.ft|3 Adults|Blanket|TV|Toiletries|WiFi access|Attached washroom
A-57296,RA-61915,Standard Double,
A-06146,RA-20851,Premium Room,Double Bed|240 sq.ft|2 Adults|Flat-screen TV|Linens|Wardrobe/closet|TV|Ironing facilities
A-38199,RA-47225,Classic,Queen Bed|130 sq.ft|3 Adults|Flat-screen TV|Blanket|Air conditioning|Toiletries|Towels
A-74052,RA-16257,Suite Room · City view,King Bed|200 sq.ft|3 Adults|Flat-screen TV|Wardrobe/closet|Blanket|TV|Toiletries
A-35304,RA-53428,Family Double Room,1292 sq.ft|4 Guests
A-84624,RA-21904,Deluxe Room · City view,Double Bed|431 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom
A-49622,RA-31246,Deluxe Room with Twin Beds · City view,Twin Bed|2 Adults|Fridge|Air conditioning|WiFi access|Water bottle|Clothes rack
A-40891,RA-68858,Superior Room - City View,
A-92158,RA-20305,"Deluxe Double Room, City View",
A-94270,RA-12263,One Bedroom Apartment,
A-67775,RA-31558,Double Room,
A-46799,RA-47414,Deluxe Room,Double Bed|140 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-73659,RA-25310,Standard Twin Room · City view,Twin Bed|240 sq.ft|2 Adults|Wardrobe/closet|TV|Ironing facilities|Air conditioning|Towels
A-54440,RA-26377,DELUXE TRIPLE ROOM · City view,Queen Bed|400 sq.ft|3 Adults|Blackout curtains|Blanket|TV|Air conditioning|Attached washroom|Charging points
A-11861,RA-53934,Family Room,220 sq.ft|2 Adults|TV|Air conditioning|Toiletries|Private bathroom|Shower
A-79101,RA-72909,Standard Room,1615 sq.ft|2 Guests|Dining table|Sofa|Air conditioning|Toiletries|Towels
A-21658,RA-03523,Superior Double or Twin Room,2 Adults|Minibar|TV|Ironing facilities|Air conditioning|Towels
A-21567,RA-05310,Standard City View,216 sq.ft|1 Adult|Wardrobe/closet|Air conditioning|Toiletries|Towels|Hairdryer
A-71255,RA-81290,Deluxe,Queen Bed|99 sq.ft|2 Adults|Blackout curtains|Blanket|Charging points
A-89536,RA-06273,Deluxe Double Room · City view,Double Bed|150 sq.ft|3 Adults|Fridge|Sofa|Wardrobe/closet|Blanket|TV
A-41836,RA-19785,Deluxe,
A-06221,RA-02072,Deluxe,King Bed|2 Adults|Fridge|Wardrobe/closet|Blanket|TV|Air conditioning
A-97623,RA-97572,CLASSIC,Double Bed|100 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-18821,RA-78171,Superior AC Room · City view,Double Bed|121 sq.ft|2 Adults|Flat-screen TV|Blanket|Air conditioning|Attached washroom|Mirror|Trash can
A-14041,RA-07039,Deluxe Twin Room,Twin Bed|200 sq.ft|2 Adults|Blanket|Air conditioning|Attached washroom|Fan|Accessible by elevator
A-08901,RA-02906,Standard Double Room Non AC · City view,King Bed|220 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|WiFi access
A-74546,RA-75908,Deluxe Room · City view,Double Bed|238 sq.ft|3 Adults|Minibar|Duvet|Air conditioning|Toiletries|WiFi access
A-78243,RA-37793,Executive Room,Double Bed|200 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|WiFi access|Water bottle
A-26418,RA-45142,2-Bedroom Apartment with 2 Queen Beds,
A-92229,RA-93755,Deluxe King Room,Double Bed|120 sq.ft|2 Adults|Blanket|Attached washroom|First aid kit
A-39021,RA-41821,Premium Room · City view,Double Bed|120 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-64943,RA-31319,Executive Room · City view,Double Bed|150 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan|Charging points
A-25495,RA-44095,Super Deluxe Room · City view,Double Bed|345 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|Towels
A-29921,RA-97463,1BHK Studio Room,Queen Bed|111 sq.ft|2 Adults|Blanket|TV|Toiletries|Towels|WiFi access
A-51386,RA-66935,Superior Room · City view,Double Bed|180 sq.ft|3 Adults|Flat-screen TV|Wardrobe/closet|Air conditioning|WiFi access|Attached washroom
A-95471,RA-67662,Junior Executive,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|TV|Air conditioning|WiFi access|Fan
A-35535,RA-20972,Executive Room · City view,Double Bed|500 sq.ft|3 Adults|Fridge|Flat-screen TV|Blanket|Attached washroom|Fan
A-65548,RA-10545,"Premier Room, 1 Queen Bed (Extra benefits) · City view",2 Adults|Coffee machine|Fridge|Minibar|Blackout curtains|Wardrobe/closet
A-29835,RA-92350,Comfort Twin Bedroom With Balcony,Twin Bed|190 sq.ft|2 Adults|Blackout curtains|Flat-screen TV|Feather pillow|Blanket|TV
A-60156,RA-89863,Classic,Double Bed|144 sq.ft|3 Adults|Flat-screen TV|Blanket|Attached washroom|Fan
A-72982,RA-17985,Luxury A C Room · City view,Double Bed|125 sq.ft|3 Adults|Blanket|TV|Air conditioning|Toiletries|WiFi access
A-43499,RA-65543,Double Room · City view,Queen Bed|355 sq.ft|3 Adults|Tea/coffee maker|Coffee machine|Flat-screen TV|Dining table|Linens
A-21473,RA-09934,"Premium Suite, 1 Double Bed",3 Adults|Coffee machine|Minibar|TV|Ironing facilities|Toiletries
A-79639,RA-38939,Deluxe Twin Room,
A-95868,RA-07752,Superior Room,
A-65840,RA-32148,Deluxe Room · City view,Double Bed|3 Adults|Tea/coffee maker|Coffee machine|Blackout curtains|Dining table|Blanket
A-23894,RA-72930,"Club lounge access, Guest room, 2 Twin",Twin Bed|398 sq.ft|3 Adults|Tea/coffee maker|Minibar|Duvet|Feather pillow|Streaming services
A-89435,RA-05608,Premium Room,
A-34822,RA-83337,Studio Suite,431 sq.ft|2 Guests|Free welcome drink|Tea/coffee maker|Flat-screen TV|Linens|Wardrobe/closet
A-26691,RA-71827,Non AC Executive Room,194 sq.ft|2 Guests|Blackout curtains|Electric blankets|Flat-screen TV|Wardrobe/closet|TV
A-84116,RA-99243,Executive Room,
A-63393,RA-00968,"Double Room, Balcony",
A-79415,RA-89184,Standard Room,
A-18163,RA-39155,Family Room,King Bed|250 sq.ft|2 Adults|Linens|Wardrobe/closet|Wake up service|Blanket|TV
A-06300,RA-59715,Executive,
A-64282,RA-69957,Deluxe Room,
A-50283,RA-70871,Deluxe Air Conditioning Room,
A-29115,RA-93432,Deluxe Twin Room · City view,Twin Bed|210 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom|Shower
A-21863,RA-05275,Queen Room with Balcony · City view,Queen Bed|250 sq.ft|2 Adults|Sofa|Wardrobe/closet|Blanket|TV|Ironing facilities
A-35881,RA-50645,Deluxe Air Conditioning,
A-14847,RA-26020,Executive Room · City view,Double Bed|200 sq.ft|2 Adults|Flat-screen TV|Linens|Blanket|TV|Air conditioning
A-77706,RA-50528,Guest House 3 · City view,Double Bed|3 Adults|Fridge|Blackout curtains|Wardrobe/closet|Blanket|TV
A-80720,RA-00604,Luxury Mezzanine · City view,King Bed|225 sq.ft|4 Adults|Fridge|Flat-screen TV|Linens|Wardrobe/closet|Pool towels
A-56567,RA-15860,Standard AC,
A-28311,RA-09567,Suite Room · City view,Double Bed|338 sq.ft|2 Adults|Separate living room|Dining table|Wardrobe/closet|Blanket|TV
A-64684,RA-98449,Deluxe Double Room AC · City view,Double Bed|240 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Attached washroom|Shower
A-96882,RA-51937,Business Suite,
A-60163,RA-99223,Superior with Balcony · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom
A-50406,RA-25725,Excecutive Room · City view,Double Bed|440 sq.ft|3 Adults|Wardrobe/closet|Towels|Private bathroom|Shower|Desk|Trash can
A-66219,RA-85363,Deluxe Room · City view,Double Bed|144 sq.ft|3 Adults|Fridge|Minibar|Wardrobe/closet|Blanket|TV
A-32648,RA-34125,FAMILY ROOM · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Air conditioning|WiFi access|Water bottle|Attached washroom
A-84505,RA-33595,Executive Room · City view,Sofa Bed|180 sq.ft|3 Adults|Spa tub|Wine/champagne|Chocolate/cookies|Fridge|Blackout curtains
A-20053,RA-77862,Signature Room · City view,Queen Bed|250 sq.ft|3 Adults|Blanket|TV|WiFi access|Water bottle|Housekeeping
A-94508,RA-14989,Standard Double Room · City view,Double Bed|160 sq.ft|2 Adults|Sofa|TV|Air conditioning|Towels|Fan
A-06320,RA-69182,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Attached washroom
A-83890,RA-97435,Mini Queen Room,Queen Bed|80 sq.ft|3 Adults|Blanket|Air conditioning|Fan
A-94976,RA-50219,Standard Room · City view,Double Bed|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-51919,RA-83832,Standard Twin,Twin Bed|140 sq.ft|2 Adults|Blanket|Toiletries|WiFi access|Water bottle|Housekeeping
A-48849,RA-09162,Executive Room · City view,King Bed|300 sq.ft|2 Adults|Blackout curtains|Blanket|Air conditioning|Attached washroom|Charging points|Dustbin
A-64943,RA-94109,Suite Room with Balcony · City view,Double Bed|160 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan|Charging points
A-23834,RA-77890,Studio Room,King Bed|225 sq.ft|3 Adults|Fridge|Flat-screen TV|Sofa|Duvet|Linens
A-47571,RA-18159,Presidential Suite · City view,Double Bed|560 sq.ft|3 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-71160,RA-55361,Deluxe Double Room,180 sq.ft|3 Adults|TV|Ironing facilities|Toiletries|Private bathroom|Shower
A-17980,RA-04196,Suite · City view,Double Bed|200 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Accessible by elevator
A-87495,RA-02277,TWIN,
A-12539,RA-48458,Premium,Double Bed|125 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-98101,RA-09180,Club Double Room · City view,Double Bed|480 sq.ft|3 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Air purifier
A-89894,RA-44477,Club King,2 Guests|Air conditioning|Desk|Charging points|Telephone|Free WiFi
A-60178,RA-17309,Premium Non-AC room · City view,Double Bed|120 sq.ft|3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan|Charging points
A-49989,RA-70620,Classic Triple Room,"QueenBed,FullBed|4 Adults|Streaming services|Ironing facilities|Air conditioning|Hairdryer|Private bathroom"
A-41021,RA-95605,Super Deluxe Room,Double Bed|135 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-47801,RA-31818,"Suite, 2 Bedrooms",
A-62963,RA-17964,Classic,Double Bed|130 sq.ft|2 Adults|Blanket|Air conditioning|Attached washroom|Fan
A-61679,RA-95929,Deluxe Twin,1615 sq.ft|2 Guests|Blackout curtains|Flat-screen TV|Dining table|Linens|Wardrobe/closet
A-85829,RA-69278,Standard Double Room · City view,Double Bed|150 sq.ft|2 Adults|Fridge|TV|Air conditioning|Towels|Private bathroom
A-76784,RA-36648,Classic Double or Twin · City view,108 sq.ft|1 Adult|Blackout curtains|Linens|Wardrobe/closet|Extra long beds (> 6.5 ft)|Blanket
A-86122,RA-77369,Two Bedroom Connecting · City view,Double Bed|495 sq.ft|3 Adults|Blanket|Air conditioning|Water bottle|Housekeeping|Attached washroom
A-92962,RA-18095,Suite - Double,
A-95586,RA-06349,Deluxe Double Room with Balcony · City view,Double Bed|133 sq.ft|2 Adults|Tea/coffee maker|Blackout curtains|Flat-screen TV|Sofa|Linens
A-40232,RA-66206,Deluxe Studio Suite,FullBed|2 Adults|Wardrobe/closet|TV|Toiletries|Hairdryer|Private bathroom
A-58152,RA-52980,Executive Room · City view,3 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-71559,RA-80268,Room with Queen Bed,2691 sq.ft|2 Guests|Fridge|Air conditioning
A-15657,RA-86896,"Comfort Apartment, 2 Bedrooms, Balcony, City View",
A-14595,RA-21871,Superior Room,King Bed|270 sq.ft|3 Adults|Fridge|Minibar|Sofa|Wardrobe/closet|Ironing facilities
A-27566,RA-46496,Economy Studio,
A-72364,RA-01117,Executive Room,216 sq.ft|1 Adult|Free welcome drink|Tea/coffee maker|Fridge|Flat-screen TV|Dining table
A-99280,RA-85523,Standard Room,2 single beds|205 sq.ft|2 Guests|Tea/coffee maker|Fridge|Minibar|Flat-screen TV|Sofa
A-50472,RA-57506,Deluxe,
A-75905,RA-67405,"Apartment, 1 Bedroom, Kitchen · Park View",180 sq.ft|3 Adults|Coffee machine|Fridge|Dining area|Wardrobe/closet|TV
A-80958,RA-93267,Studio - 2 people,3230 sq.ft|2 Guests
A-22059,RA-14044,Standard Room · City view,Double Bed|2 Adults|Blanket|Water bottle|Attached washroom|Clothes rack|Fan
A-42703,RA-29650,Deluxe Room,Double Bed|144 sq.ft|3 Adults|Sofa|Blanket|TV|Toiletries|Towels
A-47801,RA-86288,"Deluxe Room, 1 King Bed · Resort view",KingBed|398 sq.ft|2 Adults|Coffee machine|Minibar|Blackout curtains|Wardrobe/closet|TV
A-38170,RA-04438,Two-Bedroom Apartment · City view,Double Bed|1200 sq.ft|4 Adults|Blackout curtains|Sofa|Blanket|TV|Air conditioning
A-77280,RA-23295,Standard Room · City view,King Bed|1830 sq.ft|2 Adults|Tea/coffee maker|Flat-screen TV|Linens|Wardrobe/closet|Blanket
A-25681,RA-20861,Deluxe Room · City view,Double Bed|200 sq.ft|2 Adults|Blanket|TV|Ironing facilities|Air conditioning|Toiletries
A-70211,RA-62558,Deluxe Room,Double Bed|180 sq.ft|2 Adults|Wardrobe/closet|Blanket|TV|Air conditioning|Toiletries
A-59078,RA-81462,Classic,Double Bed|130 sq.ft|3 Adults|Flat-screen TV|Fan
A-95681,RA-27139,Deluxe Room,
A-95564,RA-48763,Deluxe room · Garden view,King Bed|1200 sq.ft|3 Adults|Blackout curtains|Blanket|TV|Toiletries|WiFi access
A-14143,RA-07583,Family Room,Double Bed|130 sq.ft|2 Adults|Blanket|Attached washroom|Fan
A-90967,RA-72016,Superior Rooms · City view,Double Bed|220 sq.ft|2 Adults|Blanket|Air conditioning|WiFi access|Water bottle|Attached washroom
A-05192,RA-55618,"Premier Apartment, 2 Bedrooms",
A-57639,RA-23242,Hotel,248 sq.ft|3 Guests|Air conditioning
A-36575,RA-77503,Bed in 6 female Dormitory,Bunk Bed|1009 sq.ft|6 Adults|Blackout curtains|Blanket|Air conditioning|Towels|WiFi access
A-34683,RA-48147,Superior Double King,
A-15045,RA-50979,Classic Room,3 Adults|Wardrobe/closet|TV|Air conditioning|Towels|Fan|Shower
A-72062,RA-80451,Deluxe Room,Double Bed|150 sq.ft|2 Adults|Flat-screen TV|Wake up service|TV|Air conditioning|Toiletries
A-86600,RA-19465,Standard Room · City view,Double Bed|150 sq.ft|2 Adults|Blanket|Water bottle|Attached washroom
A-70230,RA-45218,Suite · City view,Double Bed|445 sq.ft|3 Adults|Minibar|Blackout curtains|Sofa|Wardrobe/closet|Blanket
A-45700,RA-89099,Executive Room · City view,Double Bed|350 sq.ft|2 Adults|Tea/coffee maker|Blackout curtains|Flat-screen TV|Linens|Feather pillow
A-73116,RA-92804,Comfort Rooms · City view,King Bed|250 sq.ft|2 Adults|Blackout curtains|Flat-screen TV|Walk-in closet|Feather pillow|Wardrobe/closet
A-87816,RA-31864,"Suite, 1 King Bed · Garden view",420 sq.ft|2 Adults|Fridge|Separate living room|Dining table|Sofa|Wardrobe/closet
A-01233,RA-62601,Executive Rooms · City view,Double Bed|200 sq.ft|2 Adults|Blanket|TV|Air conditioning|WiFi access|Water bottle
A-69272,RA-74221,Standard Room · City view,Twin Bed|240 sq.ft|3 Adults|Minibar|Wardrobe/closet|Blanket|TV|Ironing facilities
A-22709,RA-49321,House,
A-25561,RA-13032,Suite,258 sq.ft|3 Adults|Coffee machine|Wardrobe/closet|TV|Toiletries|Private bathroom
A-93903,RA-17062,Suite Room · City view,Double Bed|400 sq.ft|3 Adults|Blanket|TV|Air conditioning|Heating|Toiletries
A-05487,RA-34459,Premium Room · City view,King Bed|220 sq.ft|3 Adults|Blackout curtains|Blanket|TV|Air conditioning|WiFi access
A-76659,RA-60261,Executive Twin Room · City view,Twin Bed|235 sq.ft|3 Adults|Blanket|Air conditioning|Non-feather pillow|Toiletries|Towels
A-18721,RA-22898,Studio 1,140 sq.ft|2 Guests|Fridge|Sofa|Linens|Wardrobe/closet|TV
A-93564,RA-12228,Premium Room · City view,Double Bed|120 sq.ft|2 Adults|Dining table|Ironing facilities|Air conditioning|Towels|Sofa bed
A-80010,RA-01181,Double Room,
A-77429,RA-11093,Luxury Room,
